,nasdaq_t100,short_term_rates,long_term_rates,dollar_index,vix_index,Laid_Off_Count
2021-06-25,8508.849609375,0.06,1.54,91.80999755859375,15.619999885559082,0.0
2021-06-28,8657.3896484375,0.05,1.49,91.87999725341797,15.760000228881836,0.0
2021-06-29,8721.400390625,0.04,1.49,92.05000305175781,16.020000457763672,0.0
2021-06-30,8681.2099609375,0.05,1.45,92.44000244140625,15.829999923706055,0.0
2021-07-01,8607.3701171875,0.05,1.48,92.5999984741211,15.479999542236328,0.0
2021-07-02,8675.759765625,0.05,1.44,92.2300033569336,15.069999694824219,0.0
2021-07-06,8675.650390625,0.05,1.37,92.55000305175781,16.440000534057617,0.0
2021-07-07,8612.669921875,0.05,1.33,92.63999938964844,16.200000762939453,0.0
2021-07-08,8525.1796875,0.06,1.30,92.36000061035156,19.0,0.0
2021-07-09,8628.16015625,0.06,1.37,92.12999725341797,16.18000030517578,0.0
2021-07-12,8637.3701171875,0.05,1.38,92.2300033569336,16.170000076293945,0.0
2021-07-13,8622.1796875,0.05,1.42,92.75,17.1200008392334,0.0
2021-07-14,8590.5703125,0.06,1.37,92.41000366210938,16.329999923706055,0.0
2021-07-15,8497.0,0.05,1.31,92.62000274658203,17.010000228881836,0.0
2021-07-16,8395.5400390625,0.05,1.31,92.69000244140625,18.450000762939453,0.0
2021-07-19,8348.0400390625,0.05,1.19,92.88999938964844,22.5,0.0
2021-07-20,8480.419921875,0.05,1.23,92.97000122070312,19.729999542236328,0.0
2021-07-21,8638.08984375,0.05,1.30,92.75,17.90999984741211,0.0
2021-07-22,8663.9599609375,0.05,1.27,92.81999969482422,17.690000534057617,0.0
2021-07-23,8749.51953125,0.05,1.30,92.91000366210938,17.200000762939453,0.0
2021-07-26,8726.6201171875,0.05,1.29,92.6500015258789,17.579999923706055,80.0
2021-07-27,8593.509765625,0.05,1.25,92.43000030517578,19.360000610351562,0.0
2021-07-28,8710.080078125,0.05,1.26,92.31999969482422,18.309999465942383,0.0
2021-07-29,8816.6904296875,0.06,1.28,91.86000061035156,17.700000762939453,0.0
2021-07-30,8886.169921875,0.06,1.24,92.16999816894531,18.239999771118164,0.0
2021-08-02,8898.580078125,0.05,1.20,92.05000305175781,19.459999084472656,0.0
2021-08-03,8942.26953125,0.05,1.19,92.08000183105469,18.040000915527344,0.0
2021-08-04,9021.8203125,0.05,1.19,92.2699966430664,17.969999313354492,0.0
2021-08-05,9040.83984375,0.05,1.23,92.23999786376953,17.280000686645508,1800.0
2021-08-06,8990.16015625,0.06,1.31,92.80000305175781,16.149999618530273,0.0
2021-08-09,8965.9501953125,0.06,1.33,92.94999694824219,16.719999313354492,0.0
2021-08-10,8861.849609375,0.05,1.36,93.05999755859375,16.790000915527344,0.0
2021-08-11,8870.900390625,0.05,1.35,92.91000366210938,16.170000076293945,0.0
2021-08-12,8849.58984375,0.06,1.36,93.04000091552734,15.59000015258789,0.0
2021-08-13,8877.3798828125,0.06,1.29,92.5199966430664,15.449999809265137,0.0
2021-08-16,8829.4404296875,0.06,1.26,92.62999725341797,16.1200008392334,0.0
2021-08-17,8720.5703125,0.07,1.26,93.12999725341797,17.90999984741211,0.0
2021-08-18,8642.4599609375,0.07,1.27,93.13999938964844,21.56999969482422,0.0
2021-08-19,8716.8203125,0.06,1.24,93.56999969482422,21.670000076293945,0.0
2021-08-20,8789.6396484375,0.05,1.26,93.5,18.559999465942383,0.0
2021-08-23,8970.5302734375,0.05,1.25,92.95999908447266,17.149999618530273,0.0
2021-08-24,9025.83984375,0.05,1.29,92.88999938964844,17.219999313354492,37.0
2021-08-25,9063.599609375,0.06,1.35,92.83000183105469,16.790000915527344,0.0
2021-08-26,9026.650390625,0.05,1.34,93.05999755859375,18.84000015258789,0.0
2021-08-27,9181.580078125,0.05,1.31,92.69000244140625,16.389999389648438,0.0
2021-08-30,9228.9599609375,0.05,1.29,92.6500015258789,16.190000534057617,30.0
2021-08-31,9139.0703125,0.04,1.30,92.62999725341797,16.479999542236328,0.0
2021-09-01,9131.8203125,0.05,1.31,92.44999694824219,16.110000610351562,0.0
2021-09-02,9157.98046875,0.05,1.29,92.2300033569336,16.40999984741211,0.0
2021-09-03,9209.9296875,0.05,1.33,92.04000091552734,16.40999984741211,0.0
2021-09-07,9181.51953125,0.05,1.38,92.5199966430664,18.139999389648438,0.0
2021-09-08,9111.580078125,0.05,1.35,92.6500015258789,17.959999084472656,0.0
2021-09-09,9124.2998046875,0.04,1.30,92.4800033569336,18.799999237060547,0.0
2021-09-10,9119.419921875,0.05,1.35,92.58000183105469,20.950000762939453,0.0
2021-09-13,9106.3701171875,0.06,1.33,92.62000274658203,19.3700008392334,0.0
2021-09-14,9101.3896484375,0.04,1.28,92.6500015258789,19.459999084472656,241.0
2021-09-15,9177.51953125,0.04,1.31,92.48999786376953,18.18000030517578,100.0
2021-09-16,9213.7802734375,0.04,1.34,92.86000061035156,18.690000534057617,0.0
2021-09-17,9090.1396484375,0.04,1.37,93.19999694824219,20.809999465942383,0.0
2021-09-20,8885.1201171875,0.04,1.31,93.23999786376953,25.709999084472656,0.0
2021-09-21,8898.1396484375,0.03,1.33,93.19999694824219,24.360000610351562,0.0
2021-09-22,9011.240234375,0.03,1.32,93.45999908447266,20.8700008392334,83.0
2021-09-23,9107.759765625,0.03,1.41,93.0999984741211,18.6299991607666,120.0
2021-09-24,9115.73046875,0.03,1.47,93.33000183105469,17.75,0.0
2021-09-27,9032.0400390625,0.04,1.48,93.37999725341797,18.760000228881836,0.0
2021-09-28,8697.599609375,0.04,1.54,93.7699966430664,23.25,0.0
2021-09-29,8600.4599609375,0.04,1.55,94.33999633789062,22.559999465942383,0.0
2021-09-30,8606.6396484375,0.04,1.52,94.25,23.139999389648438,0.0
2021-10-01,8652.1396484375,0.04,1.48,94.04000091552734,21.100000381469727,50.0
2021-10-04,8413.3701171875,0.04,1.49,93.80999755859375,22.959999084472656,0.0
2021-10-05,8535.9501953125,0.04,1.54,93.9800033569336,21.299999237060547,22.0
2021-10-06,8591.080078125,0.04,1.53,94.2699966430664,21.0,0.0
2021-10-07,8691.9599609375,0.05,1.58,94.22000122070312,19.540000915527344,0.0
2021-10-08,8626.599609375,0.05,1.61,94.06999969482422,18.770000457763672,0.0
2021-10-11,8574.080078125,.,.,94.31999969482422,20.0,0.0
2021-10-12,8555.16015625,0.06,1.59,94.5199966430664,19.850000381469727,0.0
2021-10-13,8681.9404296875,0.05,1.56,94.08000183105469,18.639999389648438,0.0
2021-10-14,8876.330078125,0.05,1.52,93.95999908447266,16.860000610351562,0.0
2021-10-15,8910.6201171875,0.05,1.59,93.94000244140625,16.299999237060547,0.0
2021-10-18,9020.8701171875,0.06,1.59,93.94999694824219,16.309999465942383,0.0
2021-10-19,9118.5400390625,0.05,1.65,93.79000091552734,15.699999809265137,0.0
2021-10-20,9109.330078125,0.05,1.65,93.55999755859375,15.489999771118164,0.0
2021-10-21,9229.080078125,0.06,1.68,93.7699966430664,15.010000228881836,0.0
2021-10-22,9177.4697265625,0.06,1.66,93.61000061035156,15.430000305175781,0.0
2021-10-25,9220.58984375,0.06,1.64,93.80999755859375,15.239999771118164,0.0
2021-10-26,9192.8701171875,0.06,1.63,93.94999694824219,15.979999542236328,0.0
2021-10-27,9104.3095703125,0.06,1.54,93.86000061035156,16.979999542236328,0.0
2021-10-28,9202.1396484375,0.06,1.57,93.3499984741211,16.530000686645508,0.0
2021-10-29,9276.330078125,0.05,1.55,94.12000274658203,16.260000228881836,0.0
2021-11-01,9316.98046875,0.05,1.58,93.87999725341797,16.40999984741211,0.0
2021-11-02,9383.2998046875,0.05,1.56,94.08999633789062,16.030000686645508,2000.0
2021-11-03,9454.48046875,0.05,1.60,93.86000061035156,15.100000381469727,0.0
2021-11-04,9672.76953125,0.04,1.53,94.3499984741211,15.4399995803833,0.0
2021-11-05,9679.8095703125,0.05,1.45,94.31999969482422,16.479999542236328,0.0
2021-11-08,9772.169921875,0.06,1.51,94.05000305175781,17.219999313354492,0.0
2021-11-09,9803.2099609375,0.04,1.46,93.95999908447266,17.780000686645508,0.0
2021-11-10,9545.3203125,0.05,1.56,94.8499984741211,18.729999542236328,0.0
2021-11-11,9651.01953125,.,.,95.18000030517578,17.65999984741211,0.0
2021-11-12,9786.5,0.05,1.58,95.12999725341797,16.290000915527344,0.0
2021-11-15,9712.2001953125,0.05,1.63,95.41000366210938,16.489999771118164,0.0
2021-11-16,9855.419921875,0.05,1.63,95.91999816894531,16.3700008392334,0.0
2021-11-17,9801.5498046875,0.05,1.60,95.83000183105469,17.110000610351562,0.0
2021-11-18,9840.0498046875,0.05,1.59,95.54000091552734,17.59000015258789,70.0
2021-11-19,9846.5595703125,0.05,1.54,96.06999969482422,17.90999984741211,0.0
2021-11-22,9627.240234375,0.05,1.63,96.5,19.170000076293945,0.0
2021-11-23,9539.669921875,0.06,1.67,96.48999786376953,19.3799991607666,0.0
2021-11-24,9595.7001953125,0.06,1.64,96.83999633789062,18.579999923706055,0.0
2021-11-26,9402.5302734375,0.06,1.48,96.08999633789062,28.6200008392334,0.0
2021-11-29,9670.75,0.06,1.52,96.33999633789062,22.959999084472656,0.0
2021-11-30,9446.7802734375,0.05,1.43,95.98999786376953,27.190000534057617,0.0
2021-12-01,9275.7802734375,0.06,1.43,96.05000305175781,31.1200008392334,900.0
2021-12-02,9371.5498046875,0.05,1.44,96.12999725341797,27.950000762939453,0.0
2021-12-03,9175.669921875,0.06,1.35,96.12000274658203,30.670000076293945,0.0
2021-12-06,9246.259765625,0.06,1.43,96.29000091552734,27.18000030517578,0.0
2021-12-07,9612.73046875,0.06,1.48,96.37000274658203,21.889999389648438,0.0
2021-12-08,9646.8896484375,0.07,1.52,95.88999938964844,19.899999618530273,100.0
2021-12-09,9448.099609375,0.06,1.49,96.2699966430664,21.579999923706055,0.0
2021-12-10,9518.1396484375,0.06,1.48,96.05000305175781,18.690000534057617,0.0
2021-12-13,9373.759765625,0.05,1.42,96.31999969482422,20.309999465942383,0.0
2021-12-14,9240.2099609375,0.05,1.44,96.56999969482422,21.889999389648438,0.0
2021-12-15,9521.5498046875,0.06,1.47,96.51000213623047,19.290000915527344,0.0
2021-12-16,9194.330078125,0.05,1.44,96.04000091552734,20.56999969482422,0.0
2021-12-17,9219.349609375,0.05,1.41,96.56999969482422,21.56999969482422,0.0
2021-12-20,9113.240234375,0.07,1.43,96.55000305175781,22.8700008392334,0.0
2021-12-21,9431.2802734375,0.07,1.48,96.48999786376953,21.010000228881836,0.0
2021-12-22,9508.169921875,0.08,1.46,96.08000183105469,18.6299991607666,300.0
2021-12-23,9584.75,0.08,1.50,96.0199966430664,17.959999084472656,0.0
2021-12-27,9764.900390625,0.06,1.48,96.08999633789062,17.68000030517578,0.0
2021-12-28,9657.73046875,0.06,1.49,96.19999694824219,17.540000915527344,0.0
2021-12-29,9656.8896484375,0.05,1.55,95.93000030517578,16.950000762939453,0.0
2021-12-30,9637.169921875,0.05,1.52,95.97000122070312,17.329999923706055,0.0
2021-12-31,9575.3896484375,0.06,1.52,95.66999816894531,17.219999313354492,0.0
2022-01-03,9565.419921875,0.09,1.63,96.23999786376953,16.600000381469727,0.0
2022-01-04,9408.16015625,0.08,1.66,96.29000091552734,16.90999984741211,0.0
2022-01-05,9044.6201171875,0.09,1.71,96.19000244140625,19.729999542236328,0.0
2022-01-06,9117.75,0.10,1.73,96.25,19.610000610351562,0.0
2022-01-07,8939.6396484375,0.10,1.76,95.73999786376953,18.760000228881836,0.0
2022-01-10,8991.2001953125,0.13,1.78,95.98999786376953,19.399999618530273,100.0
2022-01-11,9146.7802734375,0.12,1.75,95.62000274658203,18.40999984741211,0.0
2022-01-12,9167.650390625,0.12,1.74,95.0,17.6200008392334,0.0
2022-01-13,8858.2197265625,0.12,1.70,94.79000091552734,20.309999465942383,0.0
2022-01-14,8983.2001953125,0.13,1.78,95.16999816894531,19.190000534057617,0.0
2022-01-18,8678.990234375,0.17,1.87,95.7300033569336,22.790000915527344,0.0
2022-01-19,8575.2001953125,0.17,1.83,95.51000213623047,23.850000381469727,0.0
2022-01-20,8447.7001953125,0.18,1.83,95.73999786376953,25.59000015258789,359.0
2022-01-21,8235.0498046875,0.17,1.75,95.63999938964844,28.850000381469727,0.0
2022-01-24,8370.66015625,0.20,1.75,95.91999816894531,29.899999618530273,0.0
2022-01-25,8029.52001953125,0.20,1.78,95.94999694824219,31.15999984741211,0.0
2022-01-26,8053.919921875,0.19,1.85,96.48999786376953,31.959999084472656,180.0
2022-01-27,7868.56982421875,0.20,1.81,97.26000213623047,30.489999771118164,0.0
2022-01-28,8134.18994140625,0.19,1.78,97.2699966430664,27.65999984741211,0.0
2022-01-31,8542.900390625,0.24,1.79,96.54000091552734,24.829999923706055,0.0
2022-02-01,8594.73046875,0.20,1.81,96.38999938964844,21.959999084472656,0.0
2022-02-02,8670.1396484375,0.20,1.78,95.94000244140625,22.09000015258789,0.0
2022-02-03,8259.6103515625,0.21,1.82,95.37999725341797,24.350000381469727,57.0
2022-02-04,8389.0498046875,0.23,1.93,95.4800033569336,23.219999313354492,0.0
2022-02-07,8344.1201171875,0.28,1.92,95.4000015258789,22.860000610351562,46.0
2022-02-08,8487.919921875,0.27,1.96,95.63999938964844,21.440000534057617,2800.0
2022-02-09,8776.5400390625,0.27,1.94,95.48999786376953,19.959999084472656,0.0
2022-02-10,8586.099609375,0.41,2.03,95.55000305175781,23.90999984741211,198.0
2022-02-11,8221.3798828125,0.37,1.92,96.08000183105469,27.360000610351562,0.0
2022-02-14,8235.9599609375,0.45,1.98,96.37000274658203,28.329999923706055,119.0
2022-02-15,8541.58984375,0.41,2.05,95.98999786376953,25.700000762939453,0.0
2022-02-16,8488.1298828125,0.39,2.03,95.69999694824219,24.290000915527344,100.0
2022-02-17,8131.5400390625,0.37,1.97,95.80000305175781,28.110000610351562,120.0
2022-02-18,7985.25,0.35,1.92,96.04000091552734,27.75,0.0
2022-02-22,7951.8798828125,0.39,1.94,96.02999877929688,28.809999465942383,0.0
2022-02-23,7753.330078125,0.36,1.99,96.19000244140625,31.020000457763672,0.0
2022-02-24,8158.97021484375,0.33,1.96,97.13999938964844,30.31999969482422,30.0
2022-02-25,8242.1904296875,0.33,1.97,96.62000274658203,27.59000015258789,100.0
2022-02-28,8277.5595703125,0.37,1.83,96.70999908447266,30.149999618530273,0.0
2022-03-01,8123.3798828125,0.32,1.72,97.41000366210938,33.31999969482422,190.0
2022-03-02,8295.849609375,0.33,1.86,97.38999938964844,30.739999771118164,500.0
2022-03-03,8080.89013671875,0.37,1.86,97.79000091552734,30.479999542236328,100.0
2022-03-04,7883.91015625,0.33,1.74,98.6500015258789,31.979999542236328,0.0
2022-03-07,7492.43994140625,0.38,1.78,99.29000091552734,36.45000076293945,0.0
2022-03-08,7489.39990234375,0.36,1.86,99.05999755859375,35.130001068115234,3100.0
2022-03-09,7839.27001953125,0.38,1.94,97.97000122070312,32.45000076293945,0.0
2022-03-10,7688.81005859375,0.38,1.98,98.51000213623047,30.229999542236328,200.0
2022-03-11,7440.16015625,0.39,2.00,99.12000274658203,30.75,0.0
2022-03-14,7193.06005859375,0.45,2.14,99.05999755859375,31.770000457763672,0.0
2022-03-15,7431.490234375,0.46,2.15,99.06999969482422,29.829999923706055,615.0
2022-03-16,7852.5,0.43,2.19,98.37999725341797,26.670000076293945,150.0
2022-03-17,7964.39990234375,0.40,2.20,98.01000213623047,25.670000076293945,100.0
2022-03-18,8198.83984375,0.41,2.14,98.2300033569336,23.8700008392334,0.0
2022-03-21,8137.68017578125,0.55,2.32,98.5,23.530000686645508,90.0
2022-03-22,8307.6103515625,0.51,2.38,98.48999786376953,22.940000534057617,0.0
2022-03-23,8112.2900390625,0.50,2.32,98.62000274658203,23.56999969482422,0.0
2022-03-24,8366.91015625,0.50,2.34,98.79000091552734,21.670000076293945,0.0
2022-03-25,8296.7197265625,0.53,2.48,98.80999755859375,20.809999465942383,0.0
2022-03-28,8432.8896484375,0.60,2.46,99.08999633789062,19.6299991607666,180.0
2022-03-29,8625.330078125,0.56,2.41,98.4000015258789,18.899999618530273,550.0
2022-03-30,8436.849609375,0.55,2.35,97.79000091552734,19.329999923706055,409.0
2022-03-31,8320.0595703125,0.51,2.32,98.30999755859375,20.559999465942383,20.0
2022-04-01,8302.16015625,0.52,2.39,98.62999725341797,19.6299991607666,0.0
2022-04-04,8495.51953125,0.67,2.42,98.98999786376953,18.56999969482422,98.0
2022-04-05,8192.3798828125,0.65,2.54,99.47000122070312,21.030000686645508,496.0
2022-04-06,7972.080078125,0.67,2.61,99.5999984741211,22.100000381469727,0.0
2022-04-07,7995.4501953125,0.68,2.66,99.75,21.549999237060547,1070.0
2022-04-08,7836.41015625,0.69,2.72,99.80000305175781,21.15999984741211,20.0
2022-04-11,7694.509765625,0.78,2.79,99.93000030517578,24.3700008392334,150.0
2022-04-12,7641.7998046875,0.74,2.72,100.29000091552734,24.260000228881836,100.0
2022-04-13,7856.56982421875,0.75,2.70,99.87999725341797,21.81999969482422,0.0
2022-04-14,7624.25,0.78,2.83,100.31999969482422,22.700000762939453,127.0
2022-04-18,7615.64013671875,0.82,2.85,100.77999877929688,22.170000076293945,50.0
2022-04-19,7819.0400390625,0.82,2.93,100.95999908447266,21.3700008392334,588.0
2022-04-20,7702.7998046875,0.82,2.85,100.38999938964844,20.31999969482422,312.0
2022-04-21,7435.330078125,0.82,2.90,100.58000183105469,22.68000030517578,180.0
2022-04-22,7245.1201171875,0.82,2.90,101.22000122070312,28.209999084472656,0.0
2022-04-25,7420.7001953125,0.93,2.81,101.75,27.020000457763672,86.0
2022-04-26,7124.14013671875,0.84,2.77,102.30000305175781,33.52000045776367,369.0
2022-04-27,7102.02978515625,0.82,2.82,102.94999694824219,31.600000381469727,50.0
2022-04-28,7454.66015625,0.81,2.85,103.62000274658203,29.989999771118164,175.0
2022-04-29,7102.06982421875,0.83,2.89,102.95999908447266,33.400001525878906,495.0
2022-05-02,7282.93994140625,0.90,2.99,103.73999786376953,32.34000015258789,569.0
2022-05-03,7259.83984375,0.90,2.97,103.47000122070312,29.25,0.0
2022-05-04,7501.60986328125,0.88,2.93,102.58999633789062,25.420000076293945,663.0
2022-05-05,7064.25,0.84,3.05,103.75,31.200000762939453,462.0
2022-05-06,6879.3798828125,0.84,3.12,103.66000366210938,30.190000534057617,812.0
2022-05-09,6484.08984375,0.92,3.05,103.6500015258789,34.75,620.0
2022-05-10,6618.759765625,0.89,2.99,103.91999816894531,32.9900016784668,3040.0
2022-05-11,6379.419921875,0.90,2.91,103.8499984741211,32.560001373291016,70.0
2022-05-12,6437.169921875,0.95,2.84,104.8499984741211,31.770000457763672,282.0
2022-05-13,6802.1298828125,1.01,2.93,104.55999755859375,28.8700008392334,68.0
2022-05-16,6628.3701171875,1.07,2.88,104.19000244140625,27.469999313354492,624.0
2022-05-17,6829.81982421875,1.06,2.98,103.36000061035156,26.100000381469727,340.0
2022-05-18,6480.9501953125,1.02,2.89,103.80999755859375,30.959999084472656,424.0
2022-05-19,6570.18017578125,1.04,2.84,102.72000122070312,29.350000381469727,600.0
2022-05-20,6614.27978515625,1.01,2.78,103.1500015258789,29.43000030517578,287.0
2022-05-23,6664.0,1.07,2.86,102.08000183105469,28.479999542236328,1708.0
2022-05-24,6455.22998046875,1.05,2.76,101.86000061035156,29.450000762939453,540.0
2022-05-25,6619.60986328125,1.05,2.75,102.05999755859375,28.3700008392334,945.0
2022-05-26,6856.2900390625,1.06,2.75,101.83000183105469,27.5,410.0
2022-05-27,7137.759765625,1.06,2.74,101.66999816894531,25.719999313354492,402.0
2022-05-31,7042.3798828125,1.13,2.85,101.75,26.190000534057617,436.0
2022-06-01,6976.81005859375,1.12,2.94,102.55000305175781,25.690000534057617,1073.0
2022-06-02,7280.759765625,1.13,2.92,101.7699966430664,24.719999313354492,1234.0
2022-06-03,7075.81005859375,1.17,2.96,102.13999938964844,24.790000915527344,384.0
2022-06-06,7089.89990234375,1.23,3.04,102.44000244140625,25.06999969482422,333.0
2022-06-07,7205.8701171875,1.24,2.98,102.31999969482422,24.020000457763672,2244.0
2022-06-08,7122.27978515625,1.25,3.03,102.54000091552734,23.959999084472656,669.0
2022-06-09,6913.93017578125,1.26,3.04,103.22000122070312,26.09000015258789,1963.0
2022-06-10,6606.77001953125,1.34,3.15,104.1500015258789,27.75,919.0
2022-06-13,6209.25,1.69,3.43,105.08000183105469,34.02000045776367,589.0
2022-06-14,6243.2900390625,1.78,3.49,105.5199966430664,32.689998626708984,2318.0
2022-06-15,6407.7900390625,1.69,3.33,105.16000366210938,29.6200008392334,883.0
2022-06-16,6054.97021484375,1.54,3.28,103.62999725341797,32.95000076293945,165.0
2022-06-17,6144.5,1.58,3.25,104.69999694824219,31.1299991607666,235.0
2022-06-21,6298.52978515625,1.66,3.31,104.44000244140625,30.190000534057617,585.0
2022-06-22,6272.64013671875,1.57,3.16,104.19999694824219,28.950000762939453,606.0
2022-06-23,6408.3798828125,1.59,3.09,104.43000030517578,29.049999237060547,762.0
2022-06-24,6705.2900390625,1.66,3.13,104.19000244140625,27.229999542236328,556.0
2022-06-27,6627.7998046875,1.75,3.20,103.94000244140625,26.950000762939453,1069.0
2022-06-28,6398.58984375,1.75,3.20,104.51000213623047,28.360000610351562,1114.0
2022-06-29,6358.35009765625,1.73,3.10,105.11000061035156,28.15999984741211,1393.0
2022-06-30,6248.2998046875,1.66,2.98,104.69000244140625,28.709999084472656,825.0
2022-07-01,6252.35986328125,1.66,2.88,105.13999938964844,26.700000762939453,240.0
2022-07-05,6407.35009765625,1.86,2.82,106.5,27.540000915527344,805.0
2022-07-06,6428.39013671875,1.85,2.93,107.0999984741211,26.729999542236328,276.0
2022-07-07,6627.60009765625,1.89,3.01,107.12999725341797,26.079999923706055,653.0
2022-07-08,6628.7998046875,1.91,3.09,107.01000213623047,24.639999389648438,2725.0
2022-07-11,6450.56982421875,2.13,2.99,108.0199966430664,26.170000076293945,582.0
2022-07-12,6329.990234375,2.16,2.96,108.06999969482422,27.290000915527344,2110.0
2022-07-13,6324.9501953125,2.33,2.91,107.95999908447266,26.81999969482422,1304.0
2022-07-14,6316.85986328125,2.33,2.96,108.54000091552734,26.399999618530273,406.0
2022-07-15,6472.72021484375,2.29,2.93,108.05999755859375,24.229999542236328,260.0
2022-07-18,6425.85009765625,2.44,2.96,107.37000274658203,25.299999237060547,721.0
2022-07-19,6668.0,2.46,3.01,106.68000030517578,24.5,1627.0
2022-07-20,6877.56982421875,2.44,3.04,107.08000183105469,23.8799991607666,923.0
2022-07-21,6988.77001953125,2.40,2.91,106.91000366210938,23.110000610351562,1055.0
2022-07-22,6818.35986328125,2.41,2.77,106.7300033569336,23.030000686645508,636.0
2022-07-25,6746.169921875,2.55,2.81,106.4800033569336,23.360000610351562,315.0
2022-07-26,6549.77001953125,2.48,2.81,107.19000244140625,24.690000534057617,1271.0
2022-07-27,6857.91015625,2.37,2.78,106.44999694824219,23.239999771118164,939.0
2022-07-28,6953.4599609375,2.35,2.68,106.3499984741211,22.329999923706055,858.0
2022-07-29,7032.7900390625,2.34,2.67,105.9000015258789,21.329999923706055,1618.0
2022-08-01,7061.759765625,2.48,2.60,105.44999694824219,22.84000015258789,659.0
2022-08-02,7070.60009765625,2.48,2.75,106.23999786376953,23.93000030517578,1724.0
2022-08-03,7264.66015625,2.44,2.73,106.51000213623047,21.950000762939453,608.0
2022-08-04,7277.56005859375,2.41,2.68,105.69000244140625,21.440000534057617,1461.0
2022-08-05,7286.7099609375,2.48,2.83,106.62000274658203,21.149999618530273,350.0
2022-08-08,7261.83984375,2.57,2.77,106.44000244140625,21.290000915527344,1714.0
2022-08-09,7049.68017578125,2.58,2.80,106.37000274658203,21.770000457763672,2868.0
2022-08-10,7328.39990234375,2.56,2.78,105.19999694824219,19.739999771118164,256.0
2022-08-11,7259.5,2.52,2.87,105.08999633789062,20.200000762939453,616.0
2022-08-12,7442.35009765625,2.53,2.84,105.62999725341797,19.530000686645508,1014.0
2022-08-15,7489.93994140625,2.63,2.79,106.55000305175781,19.950000762939453,727.0
2022-08-16,7413.669921875,2.61,2.82,106.5,19.690000534057617,418.0
2022-08-17,7242.75,2.59,2.89,106.56999969482422,19.899999618530273,438.0
2022-08-18,7289.56982421875,2.61,2.88,107.4800033569336,19.559999465942383,361.0
2022-08-19,7079.6298828125,2.64,2.98,108.16999816894531,20.600000381469727,960.0
2022-08-22,6858.10986328125,2.74,3.03,109.05000305175781,23.799999237060547,267.0
2022-08-23,6865.5400390625,2.71,3.05,108.62000274658203,24.110000610351562,872.0
2022-08-24,6896.5400390625,2.73,3.11,108.68000030517578,22.81999969482422,224.0
2022-08-25,7060.97021484375,2.78,3.03,108.47000122070312,21.780000686645508,255.0
2022-08-26,6739.06005859375,2.78,3.04,108.80000305175781,25.559999465942383,193.0
2022-08-29,6631.77978515625,2.89,3.12,108.83999633789062,26.209999084472656,845.0
2022-08-30,6579.52978515625,2.88,3.11,108.7699966430664,26.209999084472656,149.0
2022-08-31,6534.080078125,2.87,3.15,108.69999694824219,25.8700008392334,1948.0
2022-09-01,6366.7900390625,2.88,3.26,109.69000244140625,25.559999465942383,327.0
2022-09-02,6304.0,2.85,3.20,109.52999877929688,25.469999313354492,269.0
2022-09-06,6238.68994140625,2.96,3.33,110.20999908447266,26.90999984741211,189.0
2022-09-07,6368.43017578125,2.98,3.27,109.83999633789062,24.639999389648438,624.0
2022-09-08,6462.81982421875,2.97,3.29,109.70999908447266,23.610000610351562,578.0
2022-09-09,6685.85009765625,2.98,3.33,109.0,22.790000915527344,791.0
2022-09-12,6758.83984375,3.09,3.37,108.33000183105469,23.8700008392334,388.0
2022-09-13,6361.66015625,3.19,3.42,109.81999969482422,27.270000457763672,539.0
2022-09-14,6395.7998046875,3.14,3.41,109.66000366210938,26.15999984741211,989.0
2022-09-15,6256.080078125,3.12,3.45,109.73999786376953,26.270000457763672,413.0
2022-09-16,6181.009765625,3.10,3.45,109.76000213623047,26.299999237060547,230.0
2022-09-19,6223.6201171875,3.29,3.49,109.73999786376953,25.760000228881836,418.0
2022-09-20,6142.52001953125,3.26,3.57,110.22000122070312,27.15999984741211,833.0
2022-09-21,6052.1201171875,3.21,3.51,110.63999938964844,27.989999771118164,129.0
2022-09-22,5917.39990234375,3.19,3.70,111.3499984741211,27.350000381469727,293.0
2022-09-23,5838.35986328125,3.12,3.69,113.19000244140625,29.920000076293945,329.0
2022-09-26,5776.5498046875,3.30,3.88,114.0999984741211,32.2599983215332,69.0
2022-09-27,5825.0,3.26,3.97,114.11000061035156,32.599998474121094,109.0
2022-09-28,5946.43017578125,3.29,3.72,112.5999984741211,30.18000030517578,954.0
2022-09-29,5813.06982421875,3.26,3.76,112.25,31.84000015258789,317.0
2022-09-30,5723.830078125,3.22,3.83,112.12000274658203,31.6200008392334,320.0
2022-10-03,5909.85986328125,3.34,3.67,111.75,30.100000381469727,160.0
2022-10-04,6130.419921875,3.32,3.62,110.06999969482422,29.06999969482422,471.0
2022-10-05,6162.9599609375,3.33,3.76,111.06999969482422,28.549999237060547,96.0
2022-10-06,6120.18017578125,3.32,3.83,112.26000213623047,30.520000457763672,3072.0
2022-10-07,5811.33984375,3.31,3.89,112.80000305175781,31.360000610351562,205.0
2022-10-10,5636.47998046875,.,.,113.13999938964844,32.45000076293945,1123.0
2022-10-11,5484.990234375,3.53,3.93,113.22000122070312,33.630001068115234,1234.0
2022-10-12,5456.5,3.56,3.91,113.31999969482422,33.56999969482422,2930.0
2022-10-13,5558.240234375,3.64,3.97,112.36000061035156,31.940000534057617,205.0
2022-10-14,5350.93017578125,3.65,4.00,113.30999755859375,32.02000045776367,876.0
