,nasdaq_t100,short_term_rates,long_term_rates,dollar_index,vix_index,Laid_Off_Count
2024-02-07,10145.01953125,5.23,4.09,104.04000091552734,12.829999923706055,479.0
2024-02-08,10256.2998046875,5.23,4.15,104.1500015258789,12.789999961853027,586.0
2024-02-09,10435.1201171875,5.24,4.17,104.08000183105469,12.930000305175781,151.0
2024-02-12,10371.7099609375,5.23,4.17,104.16999816894531,13.930000305175781,0.0
2024-02-13,10154.5,5.25,4.31,104.95999908447266,15.850000381469727,626.0
2024-02-14,10347.8701171875,5.23,4.27,104.72000122070312,14.380000114440918,4352.0
2024-02-15,10342.7197265625,5.23,4.24,104.30000305175781,14.010000228881836,868.0
2024-02-16,10225.0302734375,5.24,4.3,104.30000305175781,14.239999771118164,2120.0
2024-02-20,10122.2998046875,5.24,4.27,104.08000183105469,15.420000076293945,455.0
2024-02-21,9939.3896484375,5.24,4.32,104.01000213623047,15.34000015258789,520.0
2024-02-22,10306.1796875,5.25,4.33,103.95999908447266,14.539999961853027,69.0
2024-02-23,10265.7099609375,5.26,4.26,103.94000244140625,13.75,133.0
2024-02-26,10329.919921875,5.26,4.28,103.83000183105469,13.739999771118164,1639.0
2024-02-27,10347.509765625,5.25,4.31,103.83000183105469,13.430000305175781,1529.0
2024-02-28,10257.580078125,5.24,4.27,103.9800033569336,13.84000015258789,1099.0
2024-02-29,10411.7802734375,5.25,4.25,104.16000366210938,13.399999618530273,200.0
